skill,domain,difficulty,question_text_latex,source_directory
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"Two different financial plans are proposed for a startup's projected revenue. Plan A, a linear model, projects the revenue, $R_A$, in thousands of dollars, as $R_A(t) = 40t + 50$, where $t$ is the number of years after launch. Plan B, a quadratic model, projects the revenue, $R_B$, as $R_B(t) = 3t^2 + 10t + 80$. What is the first full year, $t$, in which the revenue projected by Plan B exceeds the revenue projected by Plan A?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the value of a classic car, in thousands of dollars, versus its age in years. The line of best fit for the data from year 5 to year 30 is shown and has the equation $V(t) = -1.2t + 70$, where $t$ is the age in years. For the time before $t=5$ and after $t=30$, a nonlinear model is more appropriate. Based on the graph, for which age is the value predicted by the linear model most different from the actual data point?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The data in the table above show the population, $P$, of a small town in years, $t$, since 2000. The data can be modeled by a linear function. A second town's population, $Q$, can be modeled by the exponential function $Q(t) = 1500(1.05)^t$. What is the approximate positive difference between the populations of the two towns in the year 2020?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The data in the table above show the population, $P$, of a small town in years, $t$, since 2000. The data can be modeled by a linear function. A second town's population, $Q$, can be modeled by the exponential function $Q(t) = 1200(1.06)^t$. What is the approximate positive difference between the populations of the two towns in the year 2025?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"A scatterplot shows a strong, negative, linear association between two variables, $x$ and $y$. The line of best fit for the data is determined. A new point, which is an outlier, is added to the dataset. This outlier has an $x$-value that is much larger than the other data points and a $y$-value that falls significantly below the original line of best fit. How will the addition of this outlier most likely affect the line of best fit?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,The scatterplot above shows the relationship between the price of a gallon of gasoline and the number of miles driven per week for 15 car owners. A line of best fit for the data is also shown. The line of best fit has equation $y = -50x + 300$. What does the y-intercept of the line of best fit represent in this context?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"A scientist models the pressure, $P$, in pascals, of a gas in a container at a temperature, $T$, in kelvins. The data gathered is shown in the scatterplot, which displays $P$ versus $T$. The line of best fit has the equation $P = 8.31T + 10$. If temperature is measured in degrees Celsius, $C$, where $T = C + 273.15$, which of the following equations best models the pressure, $P$, as a function of temperature in degrees Celsius?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,The table above shows several points on the graph of a quadratic function $f(x) = ax^2+bx+c$. Which of the following equations best models the data?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"Of the following equations, which best models the data in the scatterplot above, which shows the concentration of a medication in the bloodstream over time?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the number of employees at a company from 2000 to 2015. A line of best fit for the data is shown. If $N$ is the number of employees and $t$ is the number of years since 2000, the line of best fit can be described by the equation $N = 25t + 200$. Assuming the trend continues, in which year is the number of employees predicted to be 50% greater than the number of employees in 2010?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the number of employees at a company from 2000 to 2015. A line of best fit for the data is shown. If $N$ is the number of employees and $t$ is the number of years since 2000, the line of best fit can be described by the equation $N = 20t + 300$. Assuming the trend continues, in which year is the number of employees predicted to be 60% greater than the number of employees in 2010?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"A biologist observes that the number of cells in a culture grows by a fixed percentage each hour. Which of the following is true about a function, $N(t)$, that models the number of cells after $t$ hours, and the function $L(t)=\log(N(t))$?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,In which of the following tables is the relationship between x and y best modeled by a function of the form $y = a \cdot x^k$ for some constants $a$ and $k$ where $k$ is a negative integer?,../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows data for 12 different rectangular gardens. It plots the perimeter, $P$, of each garden against its area, $A$. The data shows a clear nonlinear trend. For rectangles with a fixed perimeter, the area is maximized when the rectangle is a square. Which of the following quadratic equations best models the upper boundary of the possible data points shown?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows a company's monthly profit, $Y$ in dollars, based on the price, $X$ in dollars, of its flagship product. The data suggest that an optimal price exists which maximizes profit. Which of the following quadratic equations best models the relationship shown in the scatterplot?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The value of a particular stock, $V$, has been decreasing over time, $t$, in months. The decrease follows an exponential decay model, $V(t) = 250(0.95)^t$. A financial analyst proposes an alternative linear model, $L(t) = -10t + 250$. Besides $t=0$, for which approximate value of $t$ is the value predicted by the linear model equal to the value predicted by the exponential model?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the height of a rocket, $h$, in meters, at time $t$, in seconds, after launch. The line of best fit for the first 4 seconds is given by $h = 100t$. For $t>4$, the rocket's engine cuts off and its height is modeled by the quadratic function $h(t) = -5(t-k)^2 + H_{max}$. Based on the graph and the linear model, what are the approximate values of $k$ and $H_{max}$?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"A farmer is testing a new fertilizer. The scatterplot above shows crop yield, in tons per acre, for different amounts of fertilizer applied, in kilograms per acre. The line of best fit for the data is $y = 0.05x + 2$. According to the model, what is the predicted increase in total yield for a 50-acre farm if the farmer increases the fertilizer application from 100 kg/acre to 150 kg/acre?",../psat
Two-variable data Models and scatterplots,Problem-Solving and Data Analysis,Hard,"The scatterplot above shows the number of minutes, $y$, it takes to complete a puzzle for a person of age $x$. A quadratic model of best fit is determined to be $y = 0.05x^2 - 4x + 90$. One participant, who is 20 years old, completed the puzzle in 35 minutes. What is the positive difference between this participant's actual time and the time predicted by the model?",../psat
